HD 29021 b,,6398340.3
HD 290327 b,,11658097.8
HD 2952 b,,22781969.25
HD 30177 b,,11484835.2
HD 30177 c,,11484835.2
HD 30562 b,,5400017.7
HD 30669 b,,11777731.5
HD 30856 b,,27165100.5
HD 31253 b,,12012873.6
HD 31527 b,,7955641.05
HD 31527 c,,7955641.05
HD 31527 d,,7955641.05
HD 3167 b,0.152,9768710.4
HD 3167 c,0.255,9768710.4
HD 3167 d,,9768710.4
HD 32518 b,,25277775.75
HD 32963 b,,7862821.8
HD 330075 b,,9356180.4
HD 33142 b,,25123077
HD 33142 c,,25123077
HD 33283 b,,18584476.5
HD 33564 b,,4325377.05
HD 33844 b,,21884716.5
HD 33844 c,,21884716.5
HD 34445 b,,9519129.75
HD 34445 c,,9519129.75
HD 34445 d,,9519129.75
HD 34445 e,,9519129.75
HD 34445 f,,9519129.75
HD 34445 g,,9519129.75
HD 35759 b,,14954212.5
HD 3651 b,,2297792.1
HD 37124 b,,6536537.85
HD 37124 c,,6536537.85
HD 37124 d,,6536537.85
HD 37605 b,,9663515.25
HD 37605 c,,9663515.25
HD 38283 b,,7858696.5
HD 38529 b,,8747698.65
HD 38529 c,,8747698.65
HD 38801 b,,18910375.2
HD 39091 b,,3770524.2
HD 39855 b,,4801849.2
HD 40307 b,,2669069.1
HD 40307 c,,2669069.1
HD 40307 d,,2669069.1
HD 40307 f,,2669069.1
HD 40307 g,,2669069.1
HD 40956 b,,24130942.35
HD 40979 b,,7037761.8
HD 41004 A b,,8875582.95
HD 41004 B b,,8875582.95
HD 4113 b,,8646628.8
HD 42012 b,,7598802.6
HD 4203 b,,16825036.05
HD 4203 c,,16825036.05
HD 4208 b,,7060450.95
HD 42618 b,,5022552.75
HD 4308 b,,4544017.95
HD 4313 b,,28221177.3
HD 43197 b,,11612719.5
HD 43691 b,,17699599.65
HD 44219 b,,10395756
HD 45184 b,,4513078.2
HD 45184 c,,4513078.2
HD 45350 b,,9682079.1
HD 45364 b,,7093453.35
HD 45364 c,,7093453.35
HD 45652 b,,7196585.85
HD 46375 b,,6101318.7
HD 47186 b,,7734937.5
HD 47186 c,,7734937.5
HD 4732 b,,11317760.55
HD 4732 c,,11317760.55
HD 47366 b,,17441768.4
HD 47366 c,,17441768.4
HD 47536 b,,25360281.75
HD 48265 b,,18724736.7
HD 4917 b,,42377144.25
HD 49674 b,,8887958.85
HD 50499 b,,9560382.75
HD 50499 c,,9560382.75
HD 50554 b,,6433405.35
HD 51608 b,,7184209.95
HD 51608 c,,7184209.95
HD 52265 b,,6190012.65
HD 5319 b,,25129264.95
HD 5319 c,,25129264.95
HD 55696 b,,16119609.75
HD 5583 b,,45584565
HD 5608 b,,12006685.65
HD 564 b,,11055804
HD 5891 b,,58940223.75
HD 59686 A b,,19966452
HD 60532 b,,5360827.35
HD 60532 c,,5360827.35
HD 62509 b,,2132780.1
HD 63454 b,,7782378.45
HD 63765 b,,6718051.05
HD 64114 b,,6507660.75
HD 6434 b,,8747698.65
HD 65216 b,,7252277.4
HD 65216 c,,7252277.4
HD 66141 b,,14059022.4
HD 66428 b,,11006300.4
HD 67087 b,,15818462.85
HD 67087 c,,15818462.85
HD 6718 b,,10606146.3
HD 68402 b,,16214491.65
HD 68988 b,,12571851.75
HD 69830 b,,2590688.4
HD 69830 c,,2590688.4
HD 69830 d,,2590688.4
HD 70573 b,,9426310.5
HD 70642 b,,6043564.5
HD 7199 b,,7464730.35
HD 72490 b,,26152339.35
HD 72659 b,,10719592.05
HD 72892 b,,14411735.55
HD 73267 b,,11326011.15
HD 73526 b,,20112900.15
HD 73526 c,,20112900.15
HD 73534 b,,17229315.45
HD 74156 b,,13324719
HD 74156 c,,13324719
HD 7449 b,,7984518.15
HD 75289 b,,6010562.1
HD 75784 b,,17664534.6
HD 75784 c,,17664534.6
HD 75898 b,,16136110.95
HD 76700 b,,12580102.35
HD 76920 b,,38117772
HD 77338 b,,9488190
HD 7924 b,,3506505
HD 7924 c,,3506505
HD 7924 d,,3506505
HD 79498 b,,10111110.3
HD 80606 b,1.07,13737249
HD 81040 b,,7109954.55
HD 81688 b,,17722288.8
HD 82886 b,,26302912.8
HD 82943 b,,5694976.65
HD 82943 c,,5694976.65
HD 8326 b,,6334398.15
HD 83443 b,,8446551.75
HD 8535 b,,10828912.5
HD 85390 b,,6922253.4
HD 85512 b,,2326669.2
HD 8574 b,,9257173.2
HD 86081 b,,21501063.6
HD 86226 b,,9434561.1
HD 86264 b,,14013644.1
HD 8673 b,,7817443.5
HD 86950 b,,43542541.5
HD 87646 b,,27880840.05
HD 87883 b,,3774649.5
HD 88133 b,,15216169.05
HD 89307 b,,6608730.6
HD 89345 b,0.66,27391992
HD 89744 b,,7978330.2
HD 90156 b,,4529579.4
HD 9174 b,,16847725.2
HD 92788 b,,7155332.85
HD 92788 c,,7155332.85
HD 92987 b,,8991091.35
HD 93083 b,,5886803.1
HD 9446 b,,10399881.3
HD 9446 c,,10399881.3
HD 94834 b,,20302663.95
HD 95086 b,,17829546.6
HD 95089 b,,28353186.9
HD 95089 c,,28353186.9
HD 95127 b,,142271283.8
HD 95872 b,,14927398.05
HD 96063 b,,29004984.3
HD 96127 b,,123226836.3
HD 96167 b,,17637720.15
HD 97658 b,0.21,4451198.7
HD 98219 b,,23528648.55
HD 98649 b,,8708508.3
HD 98736 b,,6699487.2
HD 99109 b,,11319823.2
HD 99492 b,,3756085.65
HD 99706 b,,30364270.65
HD 99706 c,,30364270.65
HIP 105854 b,,16253682
HIP 107773 b,,21375241.95
HIP 109384 b,,11592093
HIP 109600 b,,12087129
HIP 116454 b,0.22,12903938.4
HIP 12961 b,,4824538.35
HIP 14810 b,,10426695.75
HIP 14810 c,,10426695.75
HIP 14810 d,,10426695.75
HIP 35173 b,,6845935.35
HIP 41378 b,,21989911.65
HIP 41378 c,,21989911.65
HIP 41378 d,,21989911.65
